Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
17/08/2002,Blackburn,Sunderland,0,0,D,0,0,D,15,7,5,3,1,2,0,0
17/08/2002,Charlton,Chelsea,2,3,A,2,1,H,5,21,5,12,0,3,1,0
17/08/2002,Everton,Tottenham,2,2,D,1,0,H,13,10,9,5,1,1,0,0
17/08/2002,Fulham,Bolton,4,1,H,3,1,H,13,3,6,1,1,2,0,0
17/08/2002,Leeds,Man City,3,0,H,2,0,H,13,18,8,10,1,1,0,0
17/08/2002,Man United,West Brom,1,0,H,0,0,D,20,6,13,5,1,1,0,1
17/08/2002,Southampton,Middlesboro,0,0,D,0,0,D,12,11,5,5,0,0,0,0
18/08/2002,Arsenal,Birmingham,2,0,H,2,0,H,15,7,7,1,0,1,0,1
18/08/2002,Aston Villa,Liverpool,0,1,A,0,0,D,11,12,5,6,2,2,0,0
19/08/2002,Newcastle,West Ham,4,0,H,0,0,D,13,7,10,4,1,2,0,0
23/08/2002,Chelsea,Man United,2,2,D,2,1,H,11,9,5,7,3,2,0,0
24/08/2002,Birmingham,Blackburn,0,1,A,0,1,A,15,13,10,9,1,2,0,0
24/08/2002,Bolton,Charlton,1,2,A,1,1,D,15,8,9,4,1,1,0,0
24/08/2002,Liverpool,Southampton,3,0,H,1,0,H,16,7,9,1,0,1,0,0
24/08/2002,Man City,Newcastle,1,0,H,1,0,H,20,9,12,6,1,1,0,0
24/08/2002,Middlesboro,Fulham,2,2,D,1,0,H,6,10,3,4,4,2,0,0
24/08/2002,Sunderland,Everton,0,1,A,0,1,A,13,11,3,5,1,0,0,0
24/08/2002,Tottenham,Aston Villa,1,0,H,1,0,H,8,18,3,8,2,0,0,0
24/08/2002,West Brom,Leeds,1,3,A,0,1,A,12,11,2,4,1,1,0,0
24/08/2002,West Ham,Arsenal,2,2,D,1,0,H,8,9,4,5,2,5,0,0
27/08/2002,Arsenal,West Brom,5,2,H,3,0,H,10,8,8,6,3,2,0,0
27/08/2002,Charlton,Tottenham,0,1,A,0,1,A,10,7,5,1,1,2,0,0
28/08/2002,Aston Villa,Man City,1,0,H,0,0,D,11,7,6,1,1,3,0,0
28/08/2002,Blackburn,Liverpool,2,2,D,1,1,D,7,5,4,3,3,1,0,0
28/08/2002,Everton,Birmingham,1,1,D,0,0,D,11,5,4,2,0,3,1,0
28/08/2002,Leeds,Sunderland,0,1,A,0,0,D,20,9,9,4,2,0,0,0
28/08/2002,Southampton,Chelsea,1,1,D,0,0,D,12,10,4,3,2,1,0,0
31/08/2002,Birmingham,Leeds,2,1,H,1,0,H,9,8,5,6,3,3,0,0
31/08/2002,Man City,Everton,3,1,H,2,1,H,7,14,6,8,1,0,1,0
31/08/2002,Middlesboro,Blackburn,1,0,H,0,0,D,7,10,3,7,3,3,0,0
31/08/2002,Sunderland,Man United,1,1,D,0,1,A,12,20,5,10,1,2,0,1
31/08/2002,Tottenham,Southampton,2,1,H,1,1,D,18,15,8,8,3,1,0,1
31/08/2002,West Brom,Fulham,1,0,H,0,0,D,8,6,5,1,4,3,0,0
31/08/2002,West Ham,Charlton,0,2,A,0,2,A,9,5,4,3,3,1,0,0
1/9/2002,Bolton,Aston Villa,1,0,H,0,0,D,13,12,6,5,2,3,0,0
1/9/2002,Chelsea,Arsenal,1,1,D,1,0,H,8,8,2,5,5,2,0,1
2/9/2002,Liverpool,Newcastle,2,2,D,0,0,D,22,11,11,6,1,2,0,0
3/9/2002,Man United,Middlesboro,1,0,H,1,0,H,7,5,1,3,1,2,0,0
10/9/2002,Arsenal,Man City,2,1,H,2,1,H,13,5,5,4,1,2,0,1
10/9/2002,Middlesboro,Sunderland,3,0,H,2,0,H,9,8,7,6,3,3,0,0
11/9/2002,Aston Villa,Charlton,2,0,H,0,0,D,12,8,5,2,0,1,0,0
11/9/2002,Blackburn,Chelsea,2,3,A,2,1,H,11,14,6,9,2,3,0,0
11/9/2002,Fulham,Tottenham,3,2,H,0,2,A,13,7,8,4,0,1,0,0
11/9/2002,Liverpool,Birmingham,2,2,D,1,0,H,12,6,10,3,0,1,0,0
11/9/2002,Man United,Bolton,0,1,A,0,0,D,23,10,14,8,1,2,0,0
11/9/2002,Newcastle,Leeds,0,2,A,0,1,A,22,14,11,6,3,2,0,0
11/9/2002,Southampton,Everton,1,0,H,0,0,D,11,18,7,10,3,3,0,0
11/9/2002,West Ham,West Brom,0,1,A,0,1,A,5,6,3,5,1,0,0,0
14/09/2002,Bolton,Liverpool,2,3,A,0,1,A,7,12,5,8,2,2,0,0
14/09/2002,Charlton,Arsenal,0,3,A,0,1,A,9,10,3,8,0,3,0,0
14/09/2002,Chelsea,Newcastle,3,0,H,2,0,H,7,5,5,0,1,4,0,0
14/09/2002,Everton,Middlesboro,2,1,H,1,1,D,13,10,8,5,2,1,0,0
14/09/2002,Leeds,Man United,1,0,H,0,0,D,8,6,2,5,2,1,0,0
14/09/2002,Sunderland,Fulham,0,3,A,0,1,A,8,5,5,4,2,2,0,0
14/09/2002,West Brom,Southampton,1,0,H,0,0,D,11,10,7,5,2,1,0,1
15/09/2002,Man City,Blackburn,2,2,D,0,1,A,15,12,7,8,3,3,1,0
15/09/2002,Tottenham,West Ham,3,2,H,0,0,D,12,11,3,1,2,2,0,1
16/09/2002,Birmingham,Aston Villa,3,0,H,1,0,H,12,8,5,1,3,2,0,0
21/09/2002,Arsenal,Bolton,2,1,H,1,0,H,14,8,9,3,1,3,0,1
21/09/2002,Liverpool,West Brom,2,0,H,0,0,D,23,5,14,2,2,2,0,1
21/09/2002,Man United,Tottenham,1,0,H,0,0,D,16,10,9,5,1,1,0,0
21/09/2002,Middlesboro,Birmingham,1,0,H,1,0,H,9,12,4,3,3,4,0,0
21/09/2002,Newcastle,Sunderland,2,0,H,2,0,H,11,8,6,4,2,4,0,0
21/09/2002,Southampton,Charlton,0,0,D,0,0,D,13,6,5,5,2,1,0,0
21/09/2002,West Ham,Man City,0,0,D,0,0,D,9,8,5,6,2,0,0,0
22/09/2002,Aston Villa,Everton,3,2,H,1,0,H,12,14,8,7,0,1,0,0
22/09/2002,Blackburn,Leeds,1,0,H,1,0,H,11,7,7,5,1,2,0,0
23/09/2002,Fulham,Chelsea,0,0,D,0,0,D,8,11,3,4,1,0,0,0
28/09/2002,Birmingham,Newcastle,0,2,A,0,1,A,11,13,5,6,3,0,0,0
28/09/2002,Bolton,Southampton,1,1,D,0,0,D,19,10,10,6,1,0,0,0
28/09/2002,Charlton,Man United,1,3,A,1,0,H,7,13,3,7,2,3,0,0
28/09/2002,Chelsea,West Ham,2,3,A,1,1,D,12,16,9,11,1,4,0,0
28/09/2002,Everton,Fulham,2,0,H,2,0,H,15,12,9,6,1,3,0,0
28/09/2002,Leeds,Arsenal,1,4,A,0,2,A,9,7,3,6,4,2,0,0
28/09/2002,Man City,Liverpool,0,3,A,0,1,A,14,9,6,6,0,0,0,0
28/09/2002,Sunderland,Aston Villa,1,0,H,0,0,D,8,12,6,5,3,3,0,0
28/09/2002,Tottenham,Middlesboro,0,3,A,0,1,A,12,18,4,12,1,1,0,0
30/09/2002,West Brom,Blackburn,0,2,A,0,0,D,9,10,8,5,1,1,0,0
5/10/2002,Middlesboro,Bolton,2,0,H,1,0,H,13,11,2,4,0,3,0,0
5/10/2002,Newcastle,West Brom,2,1,H,1,1,D,14,5,8,3,1,2,0,0
5/10/2002,Southampton,Man City,2,0,H,2,0,H,19,11,13,4,2,2,1,0
5/10/2002,West Ham,Birmingham,1,2,A,1,2,A,13,10,6,4,2,1,0,0
6/10/2002,Arsenal,Sunderland,3,1,H,3,0,H,9,4,5,2,0,0,0,0
6/10/2002,Aston Villa,Leeds,0,0,D,0,0,D,16,6,5,3,1,1,0,0
6/10/2002,Blackburn,Tottenham,1,2,A,0,1,A,12,9,7,6,1,0,0,0
6/10/2002,Fulham,Charlton,1,0,H,1,0,H,9,14,5,7,1,2,0,0
6/10/2002,Liverpool,Chelsea,1,0,H,0,0,D,12,8,8,0,0,2,0,0
7/10/2002,Man United,Everton,3,0,H,0,0,D,17,8,12,4,0,2,0,1
19/10/2002,Blackburn,Newcastle,5,2,H,2,1,H,21,5,11,5,0,2,0,1
19/10/2002,Everton,Arsenal,2,1,H,1,1,D,10,9,6,3,3,1,0,0
19/10/2002,Fulham,Man United,1,1,D,1,0,H,12,8,6,5,1,3,0,0
19/10/2002,Leeds,Liverpool,0,1,A,0,0,D,12,13,5,6,1,2,0,0
19/10/2002,Man City,Chelsea,0,3,A,0,0,D,11,8,8,6,1,2,0,0
19/10/2002,Sunderland,West Ham,0,1,A,0,1,A,7,7,2,1,1,1,0,0
19/10/2002,West Brom,Birmingham,1,1,D,0,0,D,18,7,7,1,3,2,0,1
20/10/2002,Charlton,Middlesboro,1,0,H,1,0,H,14,9,7,5,1,3,0,0
20/10/2002,Tottenham,Bolton,3,1,H,0,0,D,6,5,3,1,0,1,0,0
21/10/2002,Aston Villa,Southampton,0,1,A,0,0,D,18,13,11,7,3,1,1,0
23/10/2002,Fulham,West Ham,0,1,A,0,0,D,6,6,2,4,2,3,1,0
26/10/2002,Arsenal,Blackburn,1,2,A,1,1,D,19,3,9,2,1,3,0,1
26/10/2002,Birmingham,Man City,0,2,A,0,1,A,9,8,4,4,2,2,0,0
26/10/2002,Chelsea,West Brom,2,0,H,1,0,H,10,7,5,5,0,1,0,0
26/10/2002,Liverpool,Tottenham,2,1,H,0,0,D,9,10,5,8,2,4,0,0
26/10/2002,Man United,Aston Villa,1,1,D,0,1,A,15,9,6,3,1,0,0,0
26/10/2002,Middlesboro,Leeds,2,2,D,1,1,D,16,7,7,7,3,2,1,1
26/10/2002,Newcastle,Charlton,2,1,H,1,1,D,16,6,12,5,2,1,0,0
27/10/2002,Southampton,Fulham,4,2,H,2,2,D,13,5,8,4,1,2,0,0
27/10/2002,West Ham,Everton,0,1,A,0,0,D,16,10,9,5,0,0,0,0
28/10/2002,Bolton,Sunderland,1,1,D,0,1,A,14,8,7,4,1,2,0,0
2/11/2002,Birmingham,Bolton,3,1,H,0,0,D,12,11,6,7,2,4,0,1
2/11/2002,Liverpool,West Ham,2,0,H,1,0,H,13,5,9,1,0,0,0,0
2/11/2002,Man United,Southampton,2,1,H,1,1,D,16,12,8,5,0,1,0,0
2/11/2002,West Brom,Man City,1,2,A,0,0,D,5,10,4,4,2,2,0,0
3/11/2002,Blackburn,Aston Villa,0,0,D,0,0,D,17,11,6,4,1,2,0,0
3/11/2002,Charlton,Sunderland,1,1,D,0,1,A,19,9,12,7,1,4,0,0
3/11/2002,Fulham,Arsenal,0,1,A,0,1,A,5,6,4,3,1,2,0,0
3/11/2002,Leeds,Everton,0,1,A,0,0,D,18,12,5,7,3,3,0,0
3/11/2002,Tottenham,Chelsea,0,0,D,0,0,D,15,14,7,4,3,2,0,0
4/11/2002,Newcastle,Middlesboro,2,0,H,1,0,H,18,12,13,9,2,2,0,1
9/11/2002,Arsenal,Newcastle,1,0,H,1,0,H,16,3,10,2,0,2,0,0
9/11/2002,Aston Villa,Fulham,3,1,H,1,0,H,9,8,7,4,3,2,0,0
9/11/2002,Bolton,West Brom,1,1,D,0,1,A,15,5,8,1,2,2,1,0
9/11/2002,Chelsea,Birmingham,3,0,H,3,0,H,16,7,10,2,1,1,0,0
9/11/2002,Everton,Charlton,1,0,H,1,0,H,11,5,2,1,2,3,0,0
9/11/2002,Man City,Man United,3,1,H,2,1,H,11,9,6,6,1,2,0,0
9/11/2002,Middlesboro,Liverpool,1,0,H,0,0,D,11,13,3,7,1,0,0,0
9/11/2002,Southampton,Blackburn,1,1,D,1,0,H,21,11,12,3,0,2,0,1
10/11/2002,Sunderland,Tottenham,2,0,H,0,0,D,13,9,5,3,0,2,0,0
10/11/2002,West Ham,Leeds,3,4,A,1,4,A,19,12,9,8,5,3,0,0
16/11/2002,Arsenal,Tottenham,3,0,H,1,0,H,17,6,12,5,0,2,0,1
16/11/2002,Chelsea,Middlesboro,1,0,H,0,0,D,13,7,5,4,2,1,0,0
16/11/2002,Man City,Charlton,0,1,A,0,0,D,15,13,4,4,0,4,0,0
16/11/2002,Newcastle,Southampton,2,1,H,1,1,D,18,8,13,3,1,3,0,0
16/11/2002,West Brom,Aston Villa,0,0,D,0,0,D,10,8,5,5,2,3,0,0
17/11/2002,Birmingham,Fulham,0,0,D,0,0,D,11,4,6,1,2,1,0,2
17/11/2002,Blackburn,Everton,0,1,A,0,1,A,16,9,6,6,3,1,0,0
17/11/2002,Leeds,Bolton,2,4,A,1,1,D,12,14,3,7,2,0,0,0
17/11/2002,Liverpool,Sunderland,0,0,D,0,0,D,27,0,12,0,0,1,0,0
17/11/2002,West Ham,Man United,1,1,D,0,1,A,3,11,1,4,1,1,0,0
23/11/2002,Aston Villa,West Ham,4,1,H,1,0,H,23,15,11,8,3,2,0,0
23/11/2002,Bolton,Chelsea,1,1,D,0,0,D,15,15,8,11,2,4,0,1
23/11/2002,Everton,West Brom,1,0,H,1,0,H,17,13,9,8,2,2,0,0
23/11/2002,Fulham,Liverpool,3,2,H,2,0,H,11,14,10,11,1,0,1,0
23/11/2002,Man United,Newcastle,5,3,H,3,1,H,11,10,9,7,2,2,0,0
23/11/2002,Middlesboro,Man City,3,1,H,0,0,D,18,9,7,5,0,3,0,1
23/11/2002,Southampton,Arsenal,3,2,H,1,1,D,8,7,3,2,1,2,0,1
23/11/2002,Sunderland,Birmingham,0,1,A,0,0,D,7,11,2,9,3,3,0,0
24/11/2002,Charlton,Blackburn,3,1,H,0,0,D,13,12,9,7,2,0,0,0
24/11/2002,Tottenham,Leeds,2,0,H,2,0,H,11,8,6,4,3,7,0,0
30/11/2002,Arsenal,Aston Villa,3,1,H,1,0,H,13,12,7,5,2,3,0,0
30/11/2002,Birmingham,Tottenham,1,1,D,0,0,D,13,7,6,3,1,0,0,0
30/11/2002,Blackburn,Fulham,2,1,H,1,0,H,8,9,4,7,1,2,0,0
30/11/2002,Chelsea,Sunderland,3,0,H,0,0,D,15,1,11,0,0,3,0,0
30/11/2002,Man City,Bolton,2,0,H,1,0,H,13,3,10,3,0,2,0,0
30/11/2002,West Brom,Middlesboro,1,0,H,0,0,D,16,11,8,2,0,1,0,0
1/12/2002,Leeds,Charlton,1,2,A,1,0,H,18,14,6,10,1,1,0,0
1/12/2002,Liverpool,Man United,1,2,A,0,0,D,13,5,7,4,1,4,0,0
1/12/2002,Newcastle,Everton,2,1,H,0,1,A,24,7,15,5,0,1,0,1
2/12/2002,West Ham,Southampton,0,1,A,0,0,D,14,9,7,3,1,1,0,0
7/12/2002,Aston Villa,Newcastle,0,1,A,0,0,D,12,11,4,5,2,0,0,0
7/12/2002,Bolton,Blackburn,1,1,D,1,0,H,18,13,7,7,2,2,0,0
7/12/2002,Charlton,Liverpool,2,0,H,1,0,H,14,17,11,7,3,3,0,0
7/12/2002,Everton,Chelsea,1,3,A,1,2,A,14,13,6,10,1,6,1,0
7/12/2002,Fulham,Leeds,1,0,H,1,0,H,10,6,3,4,3,4,0,0
7/12/2002,Man United,Arsenal,2,0,H,1,0,H,8,12,6,5,1,2,0,0
7/12/2002,Middlesboro,West Ham,2,2,D,0,0,D,12,14,5,8,1,1,0,0
7/12/2002,Southampton,Birmingham,2,0,H,0,0,D,13,6,8,2,0,2,0,0
8/12/2002,Tottenham,West Brom,3,1,H,2,0,H,10,13,6,7,2,1,0,0
9/12/2002,Sunderland,Man City,0,3,A,0,1,A,8,11,6,7,0,2,0,0
14/12/2002,Aston Villa,West Brom,2,1,H,1,1,D,23,13,12,3,3,1,1,0
14/12/2002,Charlton,Man City,2,2,D,0,0,D,12,14,5,9,2,1,0,0
14/12/2002,Everton,Blackburn,2,1,H,2,1,H,12,17,7,9,1,2,0,1
14/12/2002,Man United,West Ham,3,0,H,2,0,H,14,10,10,3,0,1,0,0
14/12/2002,Middlesboro,Chelsea,1,1,D,1,1,D,9,16,6,11,0,1,0,0
14/12/2002,Southampton,Newcastle,1,1,D,0,0,D,16,17,9,11,0,0,0,0
15/12/2002,Fulham,Birmingham,0,1,A,0,1,A,7,2,0,1,3,7,0,1
15/12/2002,Sunderland,Liverpool,2,1,H,1,0,H,7,11,3,4,0,2,0,0
15/12/2002,Tottenham,Arsenal,1,1,D,1,1,D,14,6,10,4,3,2,0,0
16/12/2002,Bolton,Leeds,0,3,A,0,2,A,17,9,9,7,1,3,0,0
21/12/2002,Arsenal,Middlesboro,2,0,H,1,0,H,26,3,14,1,1,3,0,1
21/12/2002,Birmingham,Charlton,1,1,D,0,1,A,8,8,5,5,4,4,1,0
21/12/2002,Chelsea,Aston Villa,2,0,H,1,0,H,16,12,8,4,0,3,0,0
21/12/2002,Leeds,Southampton,1,1,D,0,0,D,19,10,11,4,0,1,0,0
21/12/2002,Newcastle,Fulham,2,0,H,1,0,H,19,6,14,0,0,2,0,1
21/12/2002,West Brom,Sunderland,2,2,D,2,0,H,9,11,5,7,2,1,0,0
21/12/2002,West Ham,Bolton,1,1,D,1,0,H,13,6,6,3,0,1,0,0
22/12/2002,Blackburn,Man United,1,0,H,1,0,H,9,12,3,6,0,1,0,0
22/12/2002,Liverpool,Everton,0,0,D,0,0,D,14,5,8,2,3,4,0,0
