Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
23/12/2002,Man City,Tottenham,2,3,A,1,1,D,19,9,18,9,2,3,0,1
26/12/2002,Birmingham,Everton,1,1,D,1,1,D,6,8,3,5,1,1,0,1
26/12/2002,Bolton,Newcastle,4,3,H,3,1,H,11,14,7,8,1,2,0,0
26/12/2002,Chelsea,Southampton,0,0,D,0,0,D,11,10,4,6,1,2,0,0
26/12/2002,Liverpool,Blackburn,1,1,D,1,0,H,12,10,6,5,1,1,0,0
26/12/2002,Man City,Aston Villa,3,1,H,1,1,D,13,11,10,5,0,1,0,0
26/12/2002,Middlesboro,Man United,3,1,H,1,0,H,13,14,5,6,1,1,0,0
26/12/2002,Sunderland,Leeds,1,2,A,1,0,H,18,11,6,4,0,1,0,0
26/12/2002,Tottenham,Charlton,2,2,D,0,1,A,20,10,12,7,2,1,1,0
26/12/2002,West Brom,Arsenal,1,2,A,1,0,H,6,11,2,4,1,0,0,0
26/12/2002,West Ham,Fulham,1,1,D,0,0,D,11,11,5,5,2,1,1,0
28/12/2002,Aston Villa,Middlesboro,1,0,H,1,0,H,11,12,9,4,3,2,0,1
28/12/2002,Blackburn,West Ham,2,2,D,1,1,D,11,7,3,1,3,2,0,0
28/12/2002,Charlton,West Brom,1,0,H,1,0,H,8,18,5,8,2,3,0,0
28/12/2002,Everton,Bolton,0,0,D,0,0,D,15,3,9,1,1,4,0,0
28/12/2002,Fulham,Man City,0,1,A,0,0,D,15,13,7,8,0,1,0,0
28/12/2002,Leeds,Chelsea,2,0,H,2,0,H,6,17,4,4,2,0,0,0
28/12/2002,Man United,Birmingham,2,0,H,1,0,H,22,7,10,2,1,2,0,0
28/12/2002,Southampton,Sunderland,2,1,H,0,0,D,18,4,6,1,1,2,0,0
29/12/2002,Arsenal,Liverpool,1,1,D,0,0,D,13,9,6,2,1,3,0,0
29/12/2002,Newcastle,Tottenham,2,1,H,1,0,H,14,9,10,6,1,2,0,0
1/1/2003,Arsenal,Chelsea,3,2,H,1,0,H,7,8,7,7,0,0,0,0
1/1/2003,Aston Villa,Bolton,2,0,H,1,0,H,12,9,7,4,2,0,0,0
1/1/2003,Blackburn,Middlesboro,1,0,H,0,0,D,17,7,10,3,0,0,0,0
1/1/2003,Everton,Man City,2,2,D,1,1,D,12,9,5,2,1,2,0,0
1/1/2003,Leeds,Birmingham,2,0,H,1,0,H,12,9,6,5,1,2,0,0
1/1/2003,Man United,Sunderland,2,1,H,0,1,A,31,4,18,1,2,1,0,0
1/1/2003,Newcastle,Liverpool,1,0,H,1,0,H,8,5,5,4,1,3,0,1
1/1/2003,Southampton,Tottenham,1,0,H,0,0,D,12,11,6,7,0,0,0,0
11/1/2003,Bolton,Fulham,0,0,D,0,0,D,17,13,5,8,1,2,0,0
11/1/2003,Chelsea,Charlton,4,1,H,3,1,H,15,6,7,5,4,3,0,0
11/1/2003,Liverpool,Aston Villa,1,1,D,1,0,H,19,8,11,3,1,2,0,0
11/1/2003,Man City,Leeds,2,1,H,1,0,H,11,4,5,3,0,4,0,0
11/1/2003,Middlesboro,Southampton,2,2,D,0,1,A,12,17,4,8,0,2,0,0
11/1/2003,Sunderland,Blackburn,0,0,D,0,0,D,9,12,4,4,1,3,0,0
11/1/2003,West Brom,Man United,1,3,A,1,2,A,9,9,3,4,0,1,0,0
11/1/2003,West Ham,Newcastle,2,2,D,2,1,H,13,12,8,7,0,1,0,0
12/1/2003,Birmingham,Arsenal,0,4,A,0,2,A,10,12,4,9,2,2,0,0
12/1/2003,Tottenham,Everton,4,3,H,1,1,D,18,13,12,10,1,1,0,0
18/01/2003,Aston Villa,Tottenham,0,1,A,0,0,D,11,10,5,6,1,3,0,0
18/01/2003,Blackburn,Birmingham,1,1,D,1,0,H,14,15,10,7,2,3,1,0
18/01/2003,Charlton,Bolton,1,1,D,0,0,D,10,10,5,5,0,0,0,0
18/01/2003,Everton,Sunderland,2,1,H,0,1,A,15,7,9,5,2,3,0,0
18/01/2003,Leeds,West Brom,0,0,D,0,0,D,10,8,4,1,1,1,0,1
18/01/2003,Man United,Chelsea,2,1,H,1,1,D,10,10,8,5,0,0,0,0
18/01/2003,Newcastle,Man City,2,0,H,1,0,H,13,6,10,2,0,1,0,0
18/01/2003,Southampton,Liverpool,0,1,A,0,1,A,8,17,4,7,1,1,0,0
19/01/2003,Arsenal,West Ham,3,1,H,1,1,D,24,5,13,2,3,1,0,1
19/01/2003,Fulham,Middlesboro,1,0,H,1,0,H,18,8,6,4,0,1,0,0
22/01/2003,Charlton,West Ham,4,2,H,2,1,H,12,11,4,3,0,1,0,0
22/01/2003,Newcastle,Bolton,1,0,H,1,0,H,10,12,7,4,1,2,0,0
28/01/2003,Bolton,Everton,1,2,A,0,2,A,7,6,5,4,2,1,0,0
28/01/2003,Chelsea,Leeds,3,2,H,0,1,A,13,5,7,5,2,1,0,0
28/01/2003,Middlesboro,Aston Villa,2,5,A,2,2,D,13,15,8,9,1,2,0,0
28/01/2003,Sunderland,Southampton,0,1,A,0,0,D,10,12,4,6,1,0,0,0
29/01/2003,Liverpool,Arsenal,2,2,D,0,1,A,16,20,12,15,1,1,0,0
29/01/2003,Man City,Fulham,4,1,H,1,1,D,11,6,4,2,3,1,0,0
29/01/2003,Tottenham,Newcastle,0,1,A,0,0,D,13,15,7,8,0,1,0,0
29/01/2003,West Brom,Charlton,0,1,A,0,0,D,15,3,6,2,0,2,0,0
29/01/2003,West Ham,Blackburn,2,1,H,0,1,A,9,4,7,1,1,1,0,0
1/2/2003,Arsenal,Fulham,2,1,H,1,1,D,11,3,6,1,3,1,0,0
1/2/2003,Bolton,Birmingham,4,2,H,1,1,D,15,11,10,6,2,2,0,0
1/2/2003,Chelsea,Tottenham,1,1,D,1,1,D,16,8,8,5,1,1,0,0
1/2/2003,Everton,Leeds,2,0,H,0,0,D,13,8,5,2,0,1,0,0
1/2/2003,Man City,West Brom,1,2,A,1,1,D,12,9,7,5,1,2,0,1
1/2/2003,Southampton,Man United,0,2,A,0,2,A,9,13,4,8,2,0,0,0
1/2/2003,Sunderland,Charlton,1,3,A,0,3,A,13,14,5,4,1,1,0,0
2/2/2003,Aston Villa,Blackburn,3,0,H,2,0,H,16,7,9,1,1,5,0,0
2/2/2003,West Ham,Liverpool,0,3,A,0,2,A,7,11,2,5,1,0,0,0
4/2/2003,Birmingham,Man United,0,1,A,0,0,D,5,15,3,7,1,1,0,0
8/2/2003,Birmingham,Chelsea,1,3,A,0,1,A,7,3,6,3,1,4,0,0
8/2/2003,Blackburn,Southampton,1,0,H,1,0,H,18,11,11,5,0,1,0,0
8/2/2003,Charlton,Everton,2,1,H,1,0,H,19,14,10,6,0,1,0,0
8/2/2003,Fulham,Aston Villa,2,1,H,2,1,H,17,8,10,5,1,3,0,0
8/2/2003,Leeds,West Ham,1,0,H,1,0,H,10,12,7,3,2,2,0,1
8/2/2003,Liverpool,Middlesboro,1,1,D,0,1,A,17,2,10,2,0,2,0,0
8/2/2003,Tottenham,Sunderland,4,1,H,2,1,H,16,8,7,6,0,2,0,0
8/2/2003,West Brom,Bolton,1,1,D,0,1,A,15,7,8,5,2,4,0,0
9/2/2003,Man United,Man City,1,1,D,1,0,H,15,9,8,6,1,1,0,0
9/2/2003,Newcastle,Arsenal,1,1,D,0,1,A,6,18,4,10,2,2,1,0
19/02/2003,Fulham,West Brom,3,0,H,0,0,D,12,9,8,4,1,2,0,0
22/02/2003,Bolton,Man United,1,1,D,0,0,D,13,7,5,3,1,1,0,0
22/02/2003,Charlton,Aston Villa,3,0,H,0,0,D,14,13,9,6,2,2,0,0
22/02/2003,Chelsea,Blackburn,1,2,A,0,0,D,16,6,9,5,2,1,0,0
22/02/2003,Everton,Southampton,2,1,H,0,1,A,25,11,16,6,0,1,0,0
22/02/2003,Leeds,Newcastle,0,3,A,0,1,A,12,13,5,6,0,0,0,0
22/02/2003,Man City,Arsenal,1,5,A,0,4,A,18,9,12,9,0,0,0,0
22/02/2003,Sunderland,Middlesboro,1,3,A,0,2,A,7,9,4,5,2,1,0,0
23/02/2003,Birmingham,Liverpool,2,1,H,1,0,H,5,14,2,9,2,1,0,0
23/02/2003,West Brom,West Ham,1,2,A,0,1,A,10,7,5,2,1,1,0,0
24/02/2003,Tottenham,Fulham,1,1,D,1,1,D,15,8,10,7,2,2,1,1
1/3/2003,Blackburn,Man City,1,0,H,1,0,H,10,12,7,6,2,0,0,0
1/3/2003,Fulham,Sunderland,1,0,H,0,0,D,11,15,4,6,1,2,0,0
1/3/2003,Middlesboro,Everton,1,1,D,0,1,A,6,11,2,5,0,0,0,0
1/3/2003,Newcastle,Chelsea,2,1,H,1,1,D,5,8,2,5,0,1,0,0
1/3/2003,Southampton,West Brom,1,0,H,1,0,H,15,12,11,3,2,2,0,0
1/3/2003,West Ham,Tottenham,2,0,H,1,0,H,10,9,8,3,3,2,0,0
2/3/2003,Arsenal,Charlton,2,0,H,2,0,H,19,6,11,4,1,0,0,0
3/3/2003,Aston Villa,Birmingham,0,2,A,0,0,D,11,5,4,3,1,2,2,0
5/3/2003,Man United,Leeds,2,1,H,1,0,H,15,7,2,6,1,1,0,0
5/3/2003,Middlesboro,Newcastle,1,0,H,0,0,D,10,11,4,0,0,3,0,0
8/3/2003,Liverpool,Bolton,2,0,H,1,0,H,9,10,3,2,0,3,0,0
15/03/2003,Aston Villa,Man United,0,1,A,0,1,A,19,13,6,5,2,1,0,0
15/03/2003,Blackburn,Arsenal,2,0,H,1,0,H,10,9,4,5,4,2,0,0
15/03/2003,Charlton,Newcastle,0,2,A,0,1,A,7,11,5,5,1,2,0,0
15/03/2003,Everton,West Ham,0,0,D,0,0,D,11,3,8,2,2,0,0,0
15/03/2003,Fulham,Southampton,2,2,D,1,0,H,3,12,3,5,1,0,0,0
15/03/2003,Leeds,Middlesboro,2,3,A,1,2,A,14,7,8,3,3,2,0,0
15/03/2003,Sunderland,Bolton,0,2,A,0,0,D,12,13,7,8,1,1,0,0
16/03/2003,Man City,Birmingham,1,0,H,0,0,D,14,7,9,4,2,1,1,0
16/03/2003,Tottenham,Liverpool,2,3,A,0,0,D,12,9,5,6,1,1,0,0
16/03/2003,West Brom,Chelsea,0,2,A,0,1,A,5,11,1,8,0,0,0,0
22/03/2003,Birmingham,West Brom,1,0,H,0,0,D,13,9,6,3,0,0,0,0
22/03/2003,Chelsea,Man City,5,0,H,2,0,H,16,8,10,4,1,2,0,1
22/03/2003,Man United,Fulham,3,0,H,1,0,H,18,11,11,6,2,1,0,0
22/03/2003,Middlesboro,Charlton,1,1,D,0,1,A,15,6,6,4,1,2,0,0
22/03/2003,Newcastle,Blackburn,5,1,H,1,0,H,14,11,8,8,1,1,0,0
22/03/2003,Southampton,Aston Villa,2,2,D,1,2,A,11,13,7,9,0,1,0,0
22/03/2003,West Ham,Sunderland,2,0,H,1,0,H,10,4,4,2,1,0,0,0
23/03/2003,Arsenal,Everton,2,1,H,1,0,H,14,6,10,3,2,1,0,0
23/03/2003,Liverpool,Leeds,3,1,H,2,1,H,19,11,11,6,0,1,0,0
24/03/2003,Bolton,Tottenham,1,0,H,0,0,D,15,7,8,2,0,1,0,0
5/4/2003,Aston Villa,Arsenal,1,1,D,0,0,D,6,12,2,5,1,2,0,0
5/4/2003,Bolton,Man City,2,0,H,1,0,H,5,5,3,2,0,5,0,0
5/4/2003,Charlton,Leeds,1,6,A,1,3,A,6,14,4,10,2,1,0,0
5/4/2003,Man United,Liverpool,4,0,H,1,0,H,12,5,9,1,1,3,0,1
5/4/2003,Middlesboro,West Brom,3,0,H,1,0,H,22,12,12,6,0,1,0,0
5/4/2003,Southampton,West Ham,1,1,D,1,0,H,11,14,5,8,3,2,0,0
5/4/2003,Sunderland,Chelsea,1,2,A,1,0,H,9,13,4,10,1,1,0,0
5/4/2003,Tottenham,Birmingham,2,1,H,1,0,H,12,10,6,4,1,1,0,0
6/4/2003,Everton,Newcastle,2,1,H,1,1,D,9,15,7,8,1,2,0,0
7/4/2003,Fulham,Blackburn,0,4,A,0,2,A,9,7,4,3,0,2,0,0
12/4/2003,Birmingham,Sunderland,2,0,H,1,0,H,7,2,3,0,0,1,0,1
12/4/2003,Blackburn,Charlton,1,0,H,1,0,H,11,7,6,5,0,0,0,0
12/4/2003,Chelsea,Bolton,1,0,H,0,0,D,17,7,8,2,1,2,0,0
12/4/2003,Leeds,Tottenham,2,2,D,1,2,A,11,6,4,2,1,2,0,0
12/4/2003,Liverpool,Fulham,2,0,H,1,0,H,17,11,11,7,1,2,0,0
12/4/2003,Man City,Middlesboro,0,0,D,0,0,D,9,6,6,1,0,1,0,0
12/4/2003,Newcastle,Man United,2,6,A,1,4,A,15,15,9,11,1,0,0,0
12/4/2003,West Brom,Everton,1,2,A,1,2,A,12,8,6,3,2,2,0,0
12/4/2003,West Ham,Aston Villa,2,2,D,1,1,D,15,6,7,3,4,1,0,0
16/04/2003,Arsenal,Man United,2,2,D,0,1,A,10,6,7,3,0,2,1,0
18/04/2003,Tottenham,Man City,0,2,A,0,2,A,9,11,6,6,2,3,0,0
19/04/2003,Aston Villa,Chelsea,2,1,H,1,0,H,19,16,10,10,1,0,0,0
19/04/2003,Bolton,West Ham,1,0,H,1,0,H,19,9,9,3,3,4,0,1
19/04/2003,Charlton,Birmingham,0,2,A,0,1,A,7,13,5,7,2,1,0,0
19/04/2003,Everton,Liverpool,1,2,A,0,1,A,9,8,4,2,4,3,2,0
19/04/2003,Fulham,Newcastle,2,1,H,0,1,A,13,8,6,6,1,1,0,1
19/04/2003,Man United,Blackburn,3,1,H,2,1,H,18,6,12,1,0,0,0,0
19/04/2003,Middlesboro,Arsenal,0,2,A,0,0,D,7,6,3,2,0,1,0,0
19/04/2003,Southampton,Leeds,3,2,H,2,0,H,16,5,7,3,0,4,0,1
19/04/2003,Sunderland,West Brom,1,2,A,0,2,A,20,9,13,7,4,1,0,0
21/04/2003,Birmingham,Southampton,3,2,H,0,1,A,15,12,9,7,0,2,0,0
21/04/2003,Blackburn,Bolton,0,0,D,0,0,D,11,6,5,3,2,3,0,0
21/04/2003,Chelsea,Everton,4,1,H,1,0,H,13,3,9,1,1,1,0,0
21/04/2003,Liverpool,Charlton,2,1,H,0,0,D,20,5,10,5,0,1,0,0
21/04/2003,Man City,Sunderland,3,0,H,2,0,H,15,4,8,3,0,1,0,0
21/04/2003,Newcastle,Aston Villa,1,1,D,1,0,H,16,10,4,7,0,1,0,0
21/04/2003,West Brom,Tottenham,2,3,A,1,1,D,8,8,8,5,2,2,0,0
21/04/2003,West Ham,Middlesboro,1,0,H,0,0,D,13,6,9,2,1,2,0,0
22/04/2003,Leeds,Fulham,2,0,H,1,0,H,19,7,7,2,0,2,0,0
26/04/2003,Birmingham,Middlesboro,3,0,H,2,0,H,7,6,6,4,1,2,0,0
26/04/2003,Bolton,Arsenal,2,2,D,0,0,D,17,8,11,7,2,2,1,0
26/04/2003,Charlton,Southampton,2,1,H,1,0,H,14,14,10,6,1,1,0,0
26/04/2003,Chelsea,Fulham,1,1,D,1,0,H,11,7,5,5,3,2,0,0
26/04/2003,Everton,Aston Villa,2,1,H,0,0,D,11,15,8,10,0,1,0,0
26/04/2003,Leeds,Blackburn,2,3,A,1,1,D,15,10,9,5,2,1,0,0
26/04/2003,Sunderland,Newcastle,0,1,A,0,1,A,12,18,8,9,4,4,0,0
26/04/2003,West Brom,Liverpool,0,6,A,0,1,A,9,18,5,14,1,1,0,0
27/04/2003,Man City,West Ham,0,1,A,0,0,D,16,11,5,7,1,1,0,0
27/04/2003,Tottenham,Man United,0,2,A,0,0,D,6,20,3,15,0,0,0,0
3/5/2003,Aston Villa,Sunderland,1,0,H,0,0,D,11,11,4,7,0,1,0,0
3/5/2003,Blackburn,West Brom,1,1,D,1,0,H,13,13,7,7,2,1,0,0
3/5/2003,Fulham,Everton,2,0,H,2,0,H,13,16,6,8,1,1,0,0
3/5/2003,Liverpool,Man City,1,2,A,0,0,D,8,6,6,3,2,2,0,0
3/5/2003,Man United,Charlton,4,1,H,3,1,H,21,4,14,2,0,1,0,0
3/5/2003,Middlesboro,Tottenham,5,1,H,3,0,H,26,6,16,4,0,2,0,1
3/5/2003,Newcastle,Birmingham,1,0,H,1,0,H,18,4,9,2,0,2,0,1
3/5/2003,Southampton,Bolton,0,0,D,0,0,D,10,10,4,2,3,2,0,0
3/5/2003,West Ham,Chelsea,1,0,H,0,0,D,11,8,7,3,3,1,0,0
4/5/2003,Arsenal,Leeds,2,3,A,1,1,D,33,11,17,6,2,1,0,0
7/5/2003,Arsenal,Southampton,6,1,H,5,1,H,16,13,13,5,1,1,0,0
11/5/2003,Birmingham,West Ham,2,2,D,0,0,D,10,16,7,10,1,1,0,0
11/5/2003,Bolton,Middlesboro,2,1,H,2,0,H,13,6,6,3,3,2,0,1
11/5/2003,Charlton,Fulham,0,1,A,0,1,A,10,17,4,7,2,3,1,0
11/5/2003,Chelsea,Liverpool,2,1,H,2,1,H,13,5,6,3,3,1,0,1
11/5/2003,Everton,Man United,1,2,A,1,1,D,8,17,4,12,5,3,0,0
11/5/2003,Leeds,Aston Villa,3,1,H,1,1,D,11,18,5,6,0,1,0,0
11/5/2003,Man City,Southampton,0,1,A,0,1,A,17,6,7,3,3,4,0,0
11/5/2003,Sunderland,Arsenal,0,4,A,0,2,A,7,20,3,13,1,0,0,0
11/5/2003,Tottenham,Blackburn,0,4,A,0,2,A,11,13,7,9,1,1,1,0
11/5/2003,West Brom,Newcastle,2,2,D,0,1,A,8,14,3,9,0,0,0,0
